Ticker,Company Name,Sector,Price (INR),Change %,P/E Ratio,ROE %,Market Cap (Cr)
"TITAPOW2829","Titan Power U2829","Pharma",3253.51,-0.18,50.3,24.3,176264
"VEDADIG2830","Vedanta Digital V2830","Energy",2314.14,0.09,5.9,27.5,229419
"ICICINF2831","ICICI Infrastructure W2831","Automobile",241.75,6.36,31.5,0.5,494565
"MAHITEC2832","Mahindra Technologies X2832","Consumer Goods",3285.15,-0.47,15.4,16.9,172894
"GODRPOW2833","Godrej Power Y2833","IT",3739.03,-0.01,61.8,6.1,281553
"CIPLINF2834","Cipla Infrastructure Z2834","Banking",3828.00,0.08,40.1,9.5,213326
"SUNSOF2835","Sun Software A2835","Pharma",2727.77,-0.77,48.7,34.6,271719
"MAHIENT2836","Mahindra Enterprises B2836","Energy",1241.18,0.15,34.4,1.9,376094
"NTPCDIG2837","NTPC Digital C2837","Automobile",4074.56,-0.45,49.1,1.6,71298
"NTPCENT2838","NTPC Enterprises D2838","Consumer Goods",4069.82,0.02,29.6,27.3,325881
"SUNPHA2839","Sun Pharmaceuticals E2839","IT",3231.54,-0.61,61.4,31.9,83086
"AUROGLO2840","Aurobindo Global F2840","Banking",2516.49,0.26,34.8,14.1,430445
"NTPCAUT2841","NTPC Automotive G2841","Pharma",369.70,4.52,52.9,28.6,31146
"INFOFMC2842","Infosys FMCG H2842","Energy",2503.41,-0.63,15.2,1.8,395534
"VEDAFMC2843","Vedanta FMCG I2843","Automobile",3956.36,0.52,19.0,8.2,66661
"GODRENT2844","Godrej Enterprises J2844","Consumer Goods",3336.43,-0.64,31.2,21.2,205587
"TATAGLO2845","Tata Global K2845","IT",1170.69,0.11,21.9,26.5,346698
"MARUPOW2846","Maruti Power L2846","Banking",3334.90,0.52,43.3,21.5,223118
"KOTATEC2847","Kotak Technologies M2847","Pharma",2194.64,-0.68,69.6,29.1,186270
"AIRTTEC2848","Airtel Technologies N2848","Energy",4254.11,-0.56,26.7,31.0,105312
"AIRTTEC2849","Airtel Technologies O2849","Automobile",4578.08,-0.27,5.2,28.8,184793
"VEDAFMC2850","Vedanta FMCG P2850","Consumer Goods",4150.54,-0.53,15.2,2.8,278149
"RELIVEN2851","Reliance Ventures Q2851","IT",886.04,-1.36,45.3,15.1,309944
"LARSFMC2852","Larsen FMCG R2852","Banking",2757.46,-0.08,44.2,30.4,222108
"CIPLHOL2853","Cipla Holdings S2853","Pharma",3635.50,-0.67,32.8,32.0,268650
"NTPCLAB2854","NTPC Labs T2854","Energy",904.75,0.68,43.4,34.7,199344
"MAHILAB2855","Mahindra Labs U2855","Automobile",4637.65,0.43,42.7,16.8,320464
"ICICAUT2856","ICICI Automotive V2856","Consumer Goods",3909.63,-0.35,5.4,28.1,413313
"BAJALAB2857","Bajaj Labs W2857","IT",1041.60,-0.92,22.0,28.7,398826
"LARSFMC2858","Larsen FMCG X2858","Banking",660.51,-1.35,64.5,4.6,215677
"NTPCVEN2859","NTPC Ventures Y2859","Pharma",4517.84,0.13,54.8,10.5,391913
"BAJADIG2860","Bajaj Digital Z2860","Energy",3893.60,-0.31,23.1,2.2,372226
"SUNSOL2861","Sun Solutions A2861","Automobile",824.85,-2.61,14.0,4.9,293129
"TATAVEN2862","Tata Ventures B2862","Consumer Goods",2589.28,0.54,35.9,33.2,409617
"HDFCTEC2863","HDFC Technologies C2863","IT",3521.00,0.19,35.1,33.8,207680
"AURODIG2864","Aurobindo Digital D2864","Banking",2446.43,0.52,67.8,14.6,462676
"LARSGLO2865","Larsen Global E2865","Pharma",3372.02,-0.48,54.8,20.7,314689
"GODRDIG2866","Godrej Digital F2866","Energy",1983.61,-1.08,35.1,21.7,103763
"AXISPHA2867","Axis Pharmaceuticals G2867","Automobile",3954.63,0.32,68.3,5.8,392016
"ADANVEN2868","Adani Ventures H2868","Consumer Goods",3313.90,0.16,34.5,33.7,462212
"AXISPHA2869","Axis Pharmaceuticals I2869","IT",3960.10,-0.16,65.3,15.2,135252
"VEDASOF2870","Vedanta Software J2870","Banking",3100.84,-0.17,10.4,14.0,489351
"SUNHOL2871","Sun Holdings K2871","Pharma",3862.92,-0.19,7.6,15.9,137577
"BIOCIND2872","Biocon Industries L2872","Energy",3954.51,-0.49,62.8,12.3,434274
"CIPLAUT2873","Cipla Automotive M2873","Automobile",279.07,-1.96,69.3,8.9,365736
"NTPCFMC2874","NTPC FMCG N2874","Consumer Goods",1260.53,1.32,34.7,0.3,475876
"NTPCPOW2875","NTPC Power O2875","IT",2920.92,-0.30,62.9,32.6,354607
"RELIGLO2876","Reliance Global P2876","Banking",5063.38,0.14,11.8,24.9,366439
"TATADIG2877","Tata Digital Q2877","Pharma",1359.77,-1.28,45.3,22.7,262720
"TITATEC2878","Titan Technologies R2878","Energy",833.38,0.79,23.4,1.3,497217
"ADANTEC2879","Adani Technologies S2879","Automobile",2076.27,-0.60,63.1,10.1,454544
"ADANSOL2880","Adani Solutions T2880","Consumer Goods",1513.05,-0.86,8.0,15.7,249489
"NTPCPHA2881","NTPC Pharmaceuticals U2881","IT",3525.64,0.65,48.8,22.5,143030
"AUROLAB2882","Aurobindo Labs V2882","Banking",1588.69,-0.69,52.6,31.5,350602
"AUROTEC2883","Aurobindo Technologies W2883","Pharma",1051.73,0.70,40.2,31.3,440367
"ITCIND2884","ITC Industries X2884","Energy",412.75,5.83,49.1,1.1,305583
"AXISIND2885","Axis Industries Y2885","Automobile",3081.36,0.13,67.2,10.4,256165
"MAHISOL2886","Mahindra Solutions Z2886","Consumer Goods",921.30,-2.64,46.9,10.3,106179
"VEDAINF2887","Vedanta Infrastructure A2887","IT",1062.49,2.11,46.9,7.5,427931
"WIPRTEC2888","Wipro Technologies B2888","Banking",3115.23,0.09,53.4,19.0,441333
"BIOCINF2889","Biocon Infrastructure C2889","Pharma",619.54,2.91,15.0,6.1,136505
"MAHIINF2890","Mahindra Infrastructure D2890","Energy",2022.47,-1.19,49.9,7.9,391729
"SUNTEC2891","Sun Technologies E2891","Automobile",4245.22,-0.30,55.7,8.0,226053
"HINDAUT2892","Hindalco Automotive F2892","Consumer Goods",3313.37,-0.58,63.4,11.5,396003
"TATAFMC2893","Tata FMCG G2893","IT",4011.75,0.37,29.7,12.6,273070
"CIPLAUT2894","Cipla Automotive H2894","Banking",2448.10,0.01,25.1,20.5,47624
"NTPCGLO2895","NTPC Global I2895","Pharma",2128.76,0.01,42.3,13.2,426201
"CIPLPOW2896","Cipla Power J2896","Energy",974.52,1.32,18.3,18.5,240447
"CIPLIND2897","Cipla Industries K2897","Automobile",4748.55,-0.33,37.7,11.7,170924
"MAHIFMC2898","Mahindra FMCG L2898","Consumer Goods",1524.28,1.38,29.2,34.5,214683
"RELISOL2899","Reliance Solutions M2899","IT",4951.73,0.33,63.0,30.3,482692
"GODRTEC2900","Godrej Technologies N2900","Banking",1747.83,-0.42,50.1,12.7,427752
"TITAIND2901","Titan Industries O2901","Pharma",3760.23,0.01,55.2,28.2,42223
"BIOCDIG2902","Biocon Digital P2902","Energy",3007.82,0.76,66.8,11.6,159284
"BIOCFMC2903","Biocon FMCG Q2903","Automobile",1556.08,-0.02,26.3,27.6,309812
"AIRTDIG2904","Airtel Digital R2904","Consumer Goods",104.70,-12.23,53.3,1.1,126310
"LARSVEN2905","Larsen Ventures S2905","IT",3392.38,0.11,46.3,28.7,180134
"AUROINF2906","Aurobindo Infrastructure T2906","Banking",3263.96,-0.57,9.4,6.4,296462
"CIPLHOL2907","Cipla Holdings U2907","Pharma",1486.15,-0.33,63.0,7.2,108347
"ITCFMC2908","ITC FMCG V2908","Energy",1036.67,-0.51,64.1,9.4,141487
"INFOTEC2909","Infosys Technologies W2909","Automobile",3423.24,0.48,30.6,25.8,16610
"BAJAVEN2910","Bajaj Ventures X2910","Consumer Goods",3829.52,-0.04,40.5,30.9,388034
"KOTAIND2911","Kotak Industries Y2911","IT",2680.15,-0.28,22.8,23.4,447811
"TITAAUT2912","Titan Automotive Z2912","Banking",3476.55,-0.19,11.8,4.3,143895
"SUNGLO2913","Sun Global A2913","Pharma",1327.55,-1.66,14.0,6.5,384384
"TATAGLO2914","Tata Global B2914","Energy",810.91,-2.33,31.1,33.9,232666
"CIPLFMC2915","Cipla FMCG C2915","Automobile",2229.23,-0.32,47.8,2.4,432857
"HINDHOL2916","Hindalco Holdings D2916","Consumer Goods",1087.12,-2.18,47.4,16.9,358068
"VEDALAB2917","Vedanta Labs E2917","IT",3355.19,-0.11,25.4,32.1,179428
"ICICINF2918","ICICI Infrastructure F2918","Banking",3729.71,0.64,47.8,6.2,234555
"WIPRSOL2919","Wipro Solutions G2919","Pharma",905.05,-1.87,47.7,21.1,459245
"VEDASOL2920","Vedanta Solutions H2920","Energy",1169.21,1.87,27.6,7.2,275491
"BAJATEC2921","Bajaj Technologies I2921","Automobile",4141.38,-0.31,21.4,31.3,440961
"RELIPHA2922","Reliance Pharmaceuticals J2922","Consumer Goods",2894.29,0.10,58.6,31.8,209083
"ICICPOW2923","ICICI Power K2923","IT",2551.01,-0.51,38.1,15.8,404266
"HDFCSOL2924","HDFC Solutions L2924","Banking",691.79,-2.83,41.5,26.0,101372
"WIPRENT2925","Wipro Enterprises M2925","Pharma",4216.28,0.40,62.6,26.5,43302
"LARSSOL2926","Larsen Solutions N2926","Energy",3301.55,-0.48,14.6,18.9,39005
"MAHIAUT2927","Mahindra Automotive O2927","Automobile",2817.37,0.61,8.1,29.2,409200
"HINDENT2928","Hindalco Enterprises P2928","Consumer Goods",3717.87,0.44,62.0,12.2,365097
"MARUPOW2929","Maruti Power Q2929","IT",3962.50,-0.59,17.4,8.1,89095
"AIRTHOL2930","Airtel Holdings R2930","Banking",2296.69,-0.35,37.6,30.0,263841
"SUNCAP2931","Sun Capital S2931","Pharma",999.12,-0.49,35.6,19.6,15746
"RELIGLO2932","Reliance Global T2932","Energy",2261.34,0.54,6.5,11.7,133906
"ADANHOL2933","Adani Holdings U2933","Automobile",3656.32,-0.14,42.2,28.5,231383
"TITAVEN2934","Titan Ventures V2934","Consumer Goods",3598.04,0.60,53.0,19.4,149260
"BAJAGLO2935","Bajaj Global W2935","IT",3080.38,-0.67,63.5,16.4,14892
"ITCVEN2936","ITC Ventures X2936","Banking",1037.48,2.28,63.7,32.1,322158
"HINDGLO2937","Hindalco Global Y2937","Pharma",269.86,8.59,27.6,29.0,350600
"AIRTIND2938","Airtel Industries Z2938","Energy",1495.04,1.23,63.7,27.0,297549
"INFOTEC2939","Infosys Technologies A2939","Automobile",828.48,1.09,37.7,0.3,303871
"AURODIG2940","Aurobindo Digital B2940","Consumer Goods",4259.75,-0.20,20.1,30.6,99259
"ITCPHA2941","ITC Pharmaceuticals C2941","IT",1813.13,0.63,10.4,13.2,34020
"INFOFMC2942","Infosys FMCG D2942","Banking",268.59,4.21,5.2,17.7,137814
"CIPLFMC2943","Cipla FMCG E2943","Pharma",4685.45,-0.21,19.6,22.0,82295
"SUNVEN2944","Sun Ventures F2944","Energy",2149.47,0.04,68.5,25.3,408336
"BAJADIG2945","Bajaj Digital G2945","Automobile",2950.27,0.68,65.3,34.1,416987
"NTPCINF2946","NTPC Infrastructure H2946","Consumer Goods",2270.89,0.89,12.0,32.9,185669
"ADANFMC2947","Adani FMCG I2947","IT",126.31,5.85,22.0,0.8,435133
"BIOCIND2948","Biocon Industries J2948","Banking",3499.69,0.33,46.0,32.4,472634
"LARSIND2949","Larsen Industries K2949","Pharma",3169.23,0.76,18.7,3.2,319761
"VEDAPOW2950","Vedanta Power L2950","Energy",4644.40,0.52,34.5,25.5,111768
"HINDFMC2951","Hindalco FMCG M2951","Automobile",914.14,0.09,57.6,15.7,318152
"VEDAENT2952","Vedanta Enterprises N2952","Consumer Goods",3030.98,0.00,53.8,9.3,170701
"AIRTPOW2953","Airtel Power O2953","IT",342.35,-2.16,42.7,1.9,400615
"HINDFMC2954","Hindalco FMCG P2954","Banking",414.73,3.44,62.3,6.0,301598
"TITASOF2955","Titan Software Q2955","Pharma",4392.10,-0.37,50.9,31.5,122737
"TATACAP2956","Tata Capital R2956","Energy",4100.85,0.52,14.5,5.4,80785
"ICICPOW2957","ICICI Power S2957","Automobile",1831.81,1.11,45.5,19.8,193926
"BIOCINF2958","Biocon Infrastructure T2958","Consumer Goods",4999.15,-0.34,40.5,3.9,188386
"HINDHOL2959","Hindalco Holdings U2959","IT",4198.04,-0.51,68.8,18.9,277327
"VEDAPHA2960","Vedanta Pharmaceuticals V2960","Banking",4570.04,-0.06,62.5,15.7,478435
"ADANENT2961","Adani Enterprises W2961","Pharma",1588.70,-1.33,43.3,32.0,378467
"INFOSOF2962","Infosys Software X2962","Energy",405.62,-5.70,60.0,17.4,472070
"HINDSOF2963","Hindalco Software Y2963","Automobile",380.59,6.19,18.4,20.6,264685
"HDFCPOW2964","HDFC Power Z2964","Consumer Goods",1948.35,-1.01,50.4,12.7,407292
"INFOSOL2965","Infosys Solutions A2965","IT",705.60,-2.94,34.5,34.9,2316
"BIOCENT2966","Biocon Enterprises B2966","Banking",3907.55,-0.02,26.2,17.6,462187
"MARUINF2967","Maruti Infrastructure C2967","Pharma",4046.47,0.09,17.9,14.0,265345
"NTPCTEC2968","NTPC Technologies D2968","Energy",3377.26,0.31,52.4,24.4,258253
"NTPCAUT2969","NTPC Automotive E2969","Automobile",2265.36,0.01,37.5,11.5,329708
"AUROSOF2970","Aurobindo Software F2970","Consumer Goods",1270.38,-0.35,18.1,21.7,195443
"RELISOL2971","Reliance Solutions G2971","IT",341.04,6.22,44.7,12.9,405757
"AUROLAB2972","Aurobindo Labs H2972","Banking",248.77,8.57,30.7,10.1,84153
"CIPLHOL2973","Cipla Holdings I2973","Pharma",1447.66,-0.14,24.5,7.1,234129
"ICICCAP2974","ICICI Capital J2974","Energy",1041.73,0.10,45.3,30.2,244817
"TATAIND2975","Tata Industries K2975","Automobile",2301.66,-0.60,14.4,24.8,18102
"HDFCLAB2976","HDFC Labs L2976","Consumer Goods",1601.81,0.74,19.4,20.2,147557
"ADANDIG2977","Adani Digital M2977","IT",1204.32,-1.77,43.3,21.8,79447
"SUNVEN2978","Sun Ventures N2978","Banking",1816.66,1.33,8.9,16.0,23513
"RELIDIG2979","Reliance Digital O2979","Pharma",1767.28,-0.70,22.4,24.7,26557
"AUROSOL2980","Aurobindo Solutions P2980","Energy",689.36,0.78,44.5,13.9,107817
"AXISLAB2981","Axis Labs Q2981","Automobile",4577.78,0.25,34.2,6.3,407959
"ICICVEN2982","ICICI Ventures R2982","Consumer Goods",172.41,-6.37,43.3,15.7,381558
"AXISENT2983","Axis Enterprises S2983","IT",3497.32,0.36,22.3,23.0,7877
"CIPLDIG2984","Cipla Digital T2984","Banking",2718.62,-0.91,24.4,10.7,296994
"LARSCAP2985","Larsen Capital U2985","Pharma",2216.58,0.13,40.4,13.0,72188
"SUNPOW2986","Sun Power V2986","Energy",2182.75,-0.56,64.9,13.8,209821
"ITCCAP2987","ITC Capital W2987","Automobile",3511.56,0.52,45.3,28.7,181436
"HINDPHA2988","Hindalco Pharmaceuticals X2988","Consumer Goods",2231.00,-0.01,63.5,12.4,88507
"AURODIG2989","Aurobindo Digital Y2989","IT",1142.42,1.24,41.4,27.6,346296
"ADANHOL2990","Adani Holdings Z2990","Banking",4110.36,-0.33,44.6,10.2,31670
"KOTAAUT2991","Kotak Automotive A2991","Pharma",4910.31,0.39,23.7,23.0,448041
"KOTAAUT2992","Kotak Automotive B2992","Energy",1449.49,-0.74,58.2,8.6,139800
"VEDASOL2993","Vedanta Solutions C2993","Automobile",1251.75,1.68,5.8,30.5,277541
"GODRSOL2994","Godrej Solutions D2994","Consumer Goods",3010.79,0.01,52.1,2.9,106890
"MAHIPHA2995","Mahindra Pharmaceuticals E2995","IT",5003.43,0.10,58.2,29.9,281026
"HINDIND2996","Hindalco Industries F2996","Banking",1642.27,-0.37,14.1,25.0,90077
"INFOCAP2997","Infosys Capital G2997","Pharma",2958.51,-0.08,69.2,10.1,258345
"NTPCFMC2998","NTPC FMCG H2998","Energy",884.88,-1.83,62.1,3.9,204366
"LARSTEC2999","Larsen Technologies I2999","Automobile",462.36,5.62,44.9,24.5,288736
"TITAHOL3000","Titan Holdings J3000","Consumer Goods",3269.03,-0.20,10.5,22.2,173096
"HINDPHA3001","Hindalco Pharmaceuticals K3001","IT",833.90,0.92,10.9,30.5,73800
"LARSLAB3002","Larsen Labs L3002","Banking",3305.80,-0.07,67.1,1.3,24208
"AUROVEN3003","Aurobindo Ventures M3003","Pharma",4445.06,-0.14,38.6,10.0,287073
"TITAHOL3004","Titan Holdings N3004","Energy",1467.13,0.36,53.0,34.4,340253
"AXISSOL3005","Axis Solutions O3005","Automobile",4507.10,0.31,55.0,14.7,390203
"TATACAP3006","Tata Capital P3006","Consumer Goods",2091.46,0.98,6.0,22.8,83097
"HINDVEN3007","Hindalco Ventures Q3007","IT",3004.92,0.76,68.2,21.4,369688
"RELIINF3008","Reliance Infrastructure R3008","Banking",944.06,-0.07,12.8,27.6,269261
"GODRPHA3009","Godrej Pharmaceuticals S3009","Pharma",3177.61,0.10,34.3,28.9,215602
"INFOENT3010","Infosys Enterprises T3010","Energy",3976.35,-0.09,20.3,1.0,268330
"HINDLAB3011","Hindalco Labs U3011","Automobile",3752.02,0.59,60.3,13.8,272449
"RELICAP3012","Reliance Capital V3012","Consumer Goods",2003.07,1.20,53.8,16.0,234157
"TITAHOL3013","Titan Holdings W3013","IT",2692.59,0.74,58.5,24.8,119229
"HDFCSOL3014","HDFC Solutions X3014","Banking",1048.29,-0.27,33.5,20.8,88636
"ICICIND3015","ICICI Industries Y3015","Pharma",1906.61,-1.09,53.1,32.5,353804
"AIRTSOL3016","Airtel Solutions Z3016","Energy",2006.81,-0.05,21.1,18.0,174867
"CIPLCAP3017","Cipla Capital A3017","Automobile",385.17,-5.86,69.6,8.6,103300
"TITADIG3018","Titan Digital B3018","Consumer Goods",4562.97,-0.04,8.2,27.2,238350
"AXISFMC3019","Axis FMCG C3019","IT",2381.53,0.01,8.0,30.9,442743
"GODRTEC3020","Godrej Technologies D3020","Banking",1542.66,-0.99,52.4,30.9,201396
"SUNCAP3021","Sun Capital E3021","Pharma",1247.39,-0.18,40.5,6.6,158661
"WIPRIND3022","Wipro Industries F3022","Energy",3723.26,0.04,17.5,11.9,369138
"AXISENT3023","Axis Enterprises G3023","Automobile",4609.85,-0.44,50.1,25.9,73149
"AIRTDIG3024","Airtel Digital H3024","Consumer Goods",4532.45,-0.35,33.6,11.6,195087
"INFOINF3025","Infosys Infrastructure I3025","IT",4401.68,0.21,58.6,5.7,121570
"GODRVEN3026","Godrej Ventures J3026","Banking",3588.99,-0.56,17.7,21.3,256876
"ICICINF3027","ICICI Infrastructure K3027","Pharma",5039.93,0.30,60.5,29.1,403360
"ADANIND3028","Adani Industries L3028","Energy",3197.35,-0.37,27.9,22.5,94631
"GODRSOL3029","Godrej Solutions M3029","Automobile",1089.33,-2.06,59.8,25.0,183749
"TATASOF3030","Tata Software N3030","Consumer Goods",3342.42,-0.07,53.0,6.2,242679
"RELIPOW3031","Reliance Power O3031","IT",487.41,0.22,51.5,5.0,139102
"ITCENT3032","ITC Enterprises P3032","Banking",317.30,7.69,46.0,3.9,423445
"BAJAINF3033","Bajaj Infrastructure Q3033","Pharma",4469.09,-0.43,26.8,7.0,49352
"ADANLAB3034","Adani Labs R3034","Energy",1215.07,0.17,34.0,33.0,378964
"RELIIND3035","Reliance Industries S3035","Automobile",3694.29,-0.31,38.0,1.6,493364
"TITAHOL3036","Titan Holdings T3036","Consumer Goods",4932.15,0.33,48.3,25.6,221843
"GODRTEC3037","Godrej Technologies U3037","IT",589.97,-1.48,16.9,9.9,417520
"KOTADIG3038","Kotak Digital V3038","Banking",2378.91,0.34,66.2,30.8,310076
"HINDPHA3039","Hindalco Pharmaceuticals W3039","Pharma",4326.86,0.27,20.7,14.5,488144
"LARSCAP3040","Larsen Capital X3040","Energy",4676.97,-0.03,25.9,16.6,360457
"AUROFMC3041","Aurobindo FMCG Y3041","Automobile",1786.19,0.27,14.1,13.8,23669
"GODRPOW3042","Godrej Power Z3042","Consumer Goods",1822.63,-1.14,47.7,28.6,23805
"ADANINF3043","Adani Infrastructure A3043","IT",3031.55,-0.04,5.4,34.4,366690
"RELILAB3044","Reliance Labs B3044","Banking",4467.77,0.37,6.3,0.7,307174
"RELIPHA3045","Reliance Pharmaceuticals C3045","Pharma",4398.41,0.44,25.3,3.3,319638
"BAJAHOL3046","Bajaj Holdings D3046","Energy",3071.82,0.48,31.2,13.1,218468
"ICICGLO3047","ICICI Global E3047","Automobile",842.05,-2.17,62.8,4.2,433830
"BIOCTEC3048","Biocon Technologies F3048","Consumer Goods",3682.27,-0.17,56.5,9.0,218342
"BAJADIG3049","Bajaj Digital G3049","IT",3600.97,0.35,36.6,21.4,91931
"ICICDIG3050","ICICI Digital H3050","Banking",5092.80,-0.08,48.2,1.4,338998
"BIOCPHA3051","Biocon Pharmaceuticals I3051","Pharma",4581.41,-0.31,11.2,6.6,79808
"ITCPHA3052","ITC Pharmaceuticals J3052","Energy",2749.91,-0.03,19.0,25.2,243488
"BAJAENT3053","Bajaj Enterprises K3053","Automobile",4892.57,-0.47,18.9,10.4,446364
"MARUDIG3054","Maruti Digital L3054","Consumer Goods",2736.45,-0.26,69.9,34.4,296454
"KOTATEC3055","Kotak Technologies M3055","IT",239.92,2.96,46.0,6.0,197887
"CIPLIND3056","Cipla Industries N3056","Banking",2947.66,0.00,69.0,12.8,176469
"KOTATEC3057","Kotak Technologies O3057","Pharma",2086.25,-1.05,39.4,10.8,312966
"CIPLCAP3058","Cipla Capital P3058","Energy",925.54,2.13,49.2,33.4,157244
"GODRENT3059","Godrej Enterprises Q3059","Automobile",2318.04,0.97,56.3,26.7,167497
"TITAPOW3060","Titan Power R3060","Consumer Goods",370.34,-3.99,11.8,29.3,385462
"BIOCSOF3061","Biocon Software S3061","IT",4527.71,0.34,31.2,4.0,48451
"MARUTEC3062","Maruti Technologies T3062","Banking",1872.19,-1.18,33.2,29.7,335506
"ITCINF3063","ITC Infrastructure U3063","Pharma",2340.40,0.66,33.0,22.1,85644
"TITAENT3064","Titan Enterprises V3064","Energy",774.35,3.29,33.2,24.3,399455
"BAJASOF3065","Bajaj Software W3065","Automobile",3686.46,0.22,46.7,22.2,152967
"WIPRLAB3066","Wipro Labs X3066","Consumer Goods",968.19,1.18,40.0,8.8,48787
"TITAINF3067","Titan Infrastructure Y3067","IT",146.89,10.05,7.3,28.2,128461
"TATAGLO3068","Tata Global Z3068","Banking",230.17,5.95,58.7,7.6,69127
"MAHISOF3069","Mahindra Software A3069","Pharma",1639.60,0.81,56.6,24.5,470610
"WIPRDIG3070","Wipro Digital B3070","Energy",1823.52,1.28,29.0,21.2,496868
"CIPLVEN3071","Cipla Ventures C3071","Automobile",208.70,11.30,28.2,11.6,174944
"CIPLLAB3072","Cipla Labs D3072","Consumer Goods",2159.81,0.65,41.8,25.8,243888
"INFOTEC3073","Infosys Technologies E3073","IT",4331.20,0.52,56.6,6.1,138622
"AIRTDIG3074","Airtel Digital F3074","Banking",4684.06,0.33,14.4,18.1,147419
"BAJASOF3075","Bajaj Software G3075","Pharma",1874.16,-0.16,17.7,14.1,395714
"ITCVEN3076","ITC Ventures H3076","Energy",4397.01,0.05,42.7,24.0,320689
"AXISAUT3077","Axis Automotive I3077","Automobile",4751.79,0.51,17.5,30.5,175240
"LARSIND3078","Larsen Industries J3078","Consumer Goods",4630.41,-0.23,11.5,20.9,410115
"ICICVEN3079","ICICI Ventures K3079","IT",4008.26,-0.23,55.3,8.7,192377
"ICICTEC3080","ICICI Technologies L3080","Banking",2770.35,-0.73,41.8,3.3,378996
"AUROTEC3081","Aurobindo Technologies M3081","Pharma",3668.69,0.67,16.1,24.6,400569
"BIOCHOL3082","Biocon Holdings N3082","Energy",4044.81,-0.27,36.4,2.4,257931
"MAHIINF3083","Mahindra Infrastructure O3083","Automobile",1341.53,1.83,26.5,16.8,72118
"HINDCAP3084","Hindalco Capital P3084","Consumer Goods",293.41,0.71,37.3,17.8,37692
"TITAPHA3085","Titan Pharmaceuticals Q3085","IT",3131.00,0.50,25.3,30.9,354664
"AXISGLO3086","Axis Global R3086","Banking",2148.31,-1.13,54.3,34.7,48643
"AIRTPOW3087","Airtel Power S3087","Pharma",4128.67,0.07,15.5,13.7,307635
"ICICDIG3088","ICICI Digital T3088","Energy",4192.70,0.55,27.9,33.8,207837
"GODRPOW3089","Godrej Power U3089","Automobile",3976.99,-0.52,11.8,4.1,389270
"LARSAUT3090","Larsen Automotive V3090","Consumer Goods",3098.40,0.72,69.7,0.5,160016
"AXISDIG3091","Axis Digital W3091","IT",5090.67,-0.25,50.9,23.2,238439
"AUROFMC3092","Aurobindo FMCG X3092","Banking",1518.06,0.29,24.7,6.0,195102
"WIPRCAP3093","Wipro Capital Y3093","Pharma",1905.23,0.55,26.2,26.2,103797
"HDFCPOW3094","HDFC Power Z3094","Energy",1709.53,0.15,45.4,12.8,353432
"TITAFMC3095","Titan FMCG A3095","Automobile",3104.91,-0.04,11.5,32.9,44825
"HDFCINF3096","HDFC Infrastructure B3096","Consumer Goods",1157.51,-0.75,35.5,31.1,147198
"AURODIG3097","Aurobindo Digital C3097","IT",2936.73,-0.40,47.9,13.7,233735
"LARSFMC3098","Larsen FMCG D3098","Banking",1845.61,0.69,59.8,7.6,393233
"NTPCDIG3099","NTPC Digital E3099","Pharma",201.62,6.11,34.4,34.4,151421
"RELIPOW3100","Reliance Power F3100","Energy",3948.12,0.37,69.7,4.5,64156
"VEDASOL3101","Vedanta Solutions G3101","Automobile",1767.30,0.26,44.2,3.2,255986
"LARSAUT3102","Larsen Automotive H3102","Consumer Goods",1938.50,-0.05,57.8,14.5,332334
"ADANINF3103","Adani Infrastructure I3103","IT",1784.09,0.69,11.8,3.0,232426
"HINDPOW3104","Hindalco Power J3104","Banking",1417.66,-1.05,52.5,20.6,368482
"KOTALAB3105","Kotak Labs K3105","Pharma",4081.65,0.40,31.0,24.2,399917
"CIPLIND3106","Cipla Industries L3106","Energy",1556.20,1.21,41.8,26.9,299078
"HDFCLAB3107","HDFC Labs M3107","Automobile",1465.47,0.26,30.2,10.5,481497
"NTPCPOW3108","NTPC Power N3108","Consumer Goods",436.58,0.04,6.8,26.4,492987
"BAJAAUT3109","Bajaj Automotive O3109","IT",1638.58,-0.30,34.9,20.9,241329
"HINDCAP3110","Hindalco Capital P3110","Banking",4561.63,0.17,18.5,1.7,251874
"HINDVEN3111","Hindalco Ventures Q3111","Pharma",4915.87,0.30,38.9,0.6,227952
"ICICFMC3112","ICICI FMCG R3112","Energy",1471.88,-0.90,15.8,4.3,345866
"SUNDIG3113","Sun Digital S3113","Automobile",1797.40,-0.08,19.6,3.5,69796
"RELIPHA3114","Reliance Pharmaceuticals T3114","Consumer Goods",1305.42,-0.97,31.5,10.7,241019
"VEDAIND3115","Vedanta Industries U3115","IT",221.02,-3.33,55.8,27.2,171984
"HINDPOW3116","Hindalco Power V3116","Banking",5047.89,-0.36,50.0,11.8,251391
"HDFCPHA3117","HDFC Pharmaceuticals W3117","Pharma",3843.83,-0.59,46.1,26.6,26209
"ICICSOL3118","ICICI Solutions X3118","Energy",3788.48,-0.32,61.7,5.8,53081
"ADANCAP3119","Adani Capital Y3119","Automobile",2247.00,-0.43,18.7,18.2,274170
"VEDAENT3120","Vedanta Enterprises Z3120","Consumer Goods",1781.02,1.42,58.2,3.7,150929
"MAHIPOW3121","Mahindra Power A3121","IT",4495.25,-0.17,11.8,1.4,188366
"WIPRDIG3122","Wipro Digital B3122","Banking",2374.70,0.26,42.1,18.5,178584
